word,explanation
噶,噶----译音用字。如噶布伦，噶伦(原西藏地方政府的主要官员);萨噶达娃节(藏族地区纪念释迦牟尼诞生的节日);噶厦(原西藏地方政府，1959年西藏叛乱事件发生后解散)噶gé译音字。噶gá象声。如噶喇一声。【噶乌】藏语。意为护身佛盒。一般用银、铜制成，也有金制的，大小不等，贵重者镶以珠宝，有的内装小佛像及经卷符咒等物。是喇嘛教信徒佩戴的宗教用品，也是妇女的胸前装饰品和过去一部分贵族男子的头饰。【噶伦】藏语。亦作'噶隆'或'噶布伦'，原西藏地方政府主管官员。依清官制为三品，多由大贵族充任，职权甚重。【噶珊】一译'嘎山'。满语'乡村'的意思。【噶厦】藏语。意为'发布命令的机关'，旧译'噶厦公所'或'噶沙公所'，即原西藏地方政府。清乾隆十六年（1751年），清政府废原封郡王，命由噶伦四人（一僧三俗）主持噶厦，秉承驻藏大臣与达赖喇嘛的意志，共同管理西藏地方行政事务，遂成定制。1959年3月，多数噶伦叛乱，国务院命令解放，由西藏自治区筹备委员会代行其职权。【噶当派】喇嘛教派之一。【噶伦堡】硬度东北部地边境城镇。靠近西藏亚东，避暑胜地。【噶举派】喇嘛教派之一。因最重口授（藏语噶）密法的传承（藏语举）故称噶举派。噶gé 象声词。噶gá译音用字。
颙,
暹,暹 太阳升起 暹，日光升也。--《集韵》暹罗暹xiān
噘,噘 同撅。翘起 噘juē 1.翘，翘起。 2.方言。骂，斥责。
踔,踔 践踏 跳，跳跃 踔攳枝。--《后汉书·马融传》。注跳也。煮头，三日三夕不烂，头踔出汤中。--干宝《搜神记》若鸟之摩空，猿之踔虚，似非手足之灵所能及也。--《徐霞客游记》又如踔虚(谓在空中腾跃);踔跃(跳跃);踔掉(摇晃，摆动)逾越，走过 踔宇宙而遗俗兮。--《后汉书·蔡邕传》日夜踔数舍，冒没于凶党中。--宋·苏舜卿语又如踔绝(卓越出众);踔远(相去辽远);踔厉风发(形容议论精辟浑厚，如风势的强劲有力);踔越(超越，胜过)跛行 踔厉踔 chuō【踔绝】高超。踔chuō⒈跳～腾。⒉超越，高超～绝。踔zhuō 1.卓然特立。参见'踔絶'﹑'踔踔'。 2.见'踔远'。
踝,踝 (形声。从足，果声。本义小腿与脚之间左右两侧突起部分)同本义 踝，足踝也。从足，果声。谓足左右隆然圆起者。--《说文》又如内踝;外踝;踝胫(踝骨与胫骨);踝拐(方言。踝骨);踝子骨(方言。踝骨。内踝和外踝的统称)脚跟 负绳及踝以应直。--《礼记·深衣》。注跟也。又如负绳及踝(将绳带系于脚跟)脚 踝 通剐。割 踝huái⒈小腿与脚连结处左右两侧的突起，即内～和外～，统称踝子骨。是由胫骨和腓骨下端的膨大部分形成的。⒉脚跟。
踟,踟 (形声。从足，知声。踟蹰。本义徘徊不进，犹豫)行不进也踟蹰搔首踟蹰。--《诗·邶风·静女》使君从南来，五马立踟蹰。--汉乐府《陌上桑》踟蹰不知所措也作踟躇踟 chí【踟蹰不前】拿不定主意，不敢前进。踟chí①徘徊犹豫步～蹰于山隅。②相连的样子。
踒,
踬,踬 (形声。从足，质声。绊倒与足有关，故从足。本义被绊倒)同本义 踬，蛤也。--《说文》驰趣期而赴踬。--马融《长笛赋》杜回踬而颠。--《左传·宣公十五年》不踬于山，而踬于垤。--《韩非子·六反》跌倒，摔倒 举之过一钧，则踬仆矣。--《论衡·命禄》踬踣者屡。--孙文《序》又如踬朴(跌倒);踬踣(跌倒);踬顿(失足跌倒);踬蹶(踬踣。踬颠。绊倒)遭受挫折 僧孺硕学，而中年遭踬。--《南史·王僧孺传》碍，阻碍 踬于中道。╠踬（躻）zhì绊倒颠～。〈引〉遇事不顺利屡试屡～。
踮,踮〈动〉提起脚跟，用脚尖着地 踮 diǎn提起脚跟，用脚尖着地。
踯,踯 徘徊 踯于六闲。--《视学及士习文体策》又如踯踨(徘徊不进的样子)蹬踢 喜则齐鼻，怒则奋踯。--唐·柳宗元《牛赋》又如踯踏(蹬踢跳跃)踯躅金车玉作轮，踯躅青骢马。--《玉台新咏·古诗为焦仲卿妻作》始踯躅于燥吻。--《文选》立踯躅而不安。--宋玉《神女赋》踯（躸）zhí
踺,踺 践踏 贼骑飙至，蹄踺而踣，仆者鳞叠，横尸山委。--明·田汝成《西湖游览志》踺jiàn 1.践踏。 2.见'踺子'。
踞,踞 (形声。从足，居声。本义蹲坐)同本义 踞，蹲也。--《说文》。按，踞为居的俗字。皆踞转而鼓瑟。--《左传·襄公二十四年》释甲执冰而踞。--《左传·襄公二十五年》钟山龙盘，石头虎踞。此帝王之宅。--《太平御览》又如踞炉炭上(蹲在炭炉上。比喻处于危险的境地);踞蹲(蹲坐);踞伏(蹲伏)伸开腿坐 沛公方踞床，使两女子洗足。--《史记·高祖本纪》箕踞见贾。--《汉书·陆贾传》。师古曰箕踞，谓伸其两脚而坐。又如踞门限;踞厕(张开两腿，坐在床边)盘据 踞jù⒈蹲，坐虎～龙盘。⒉依靠～鞍。⒊
蝽,蝽 蝽科昆虫的总称，共有5000余种 蝽chūn 1.芜杂。
蝾,蝾螈蝾（蠑）róng
蝻,蝻〈名〉蝻子 蝻nǎn蝗的幼虫，仅有翅芽，还没有长翅膀。也叫'蝻子'、'蝻儿'消灭～儿。
蝰,蝰〈名〉蝰蛇 恶蛇甚多，四五月青蝰…白蝰…三角之类，皆毒之猛烈者。--《本草纲目》蝰蛇蝰kuí蝰蛇，毒蛇之一，生活于森林或草地里。
蝮,蝮〈名〉动物名。蝮蛇 蝮，虫也。从虫，复声。--《说文》蝮虺博三寸，首大如擘。--《说文》羽山多蝮虫。--《山海经·南山经》蝮蛇蓁蓁。--《楚辞·招魂》又如蝮虫(传说中的毒蛇名);蝮毒(蝮蛇之毒。蝮蛇般的毒心，极言其恶毒);蝮蝎(蝮蛇与蝎子。泛指毒蛇、毒虫);蝮虿(蝮蛇和蝎子)蝮 fù【蝮蛇】一种毒蛇。也叫'草上飞'，'土公蛇'。体灰褐色，有黑褐色斑纹，头略呈三角形。毒液可供药用。
螋,如蠼螋见蠼字注螋sōu
蝓,蝓〈名〉虫名。生甲必龟贝，勿生蝓与蜞。--明·刘基《歌行》蝓yú
蝣,蝣〈名〉昆虫名。蜉蝣的省称 以蝣羽指奢侈的服饰)蝣yóu
蝼,蝼 (形声。从虫，娄声。蝼蛄。一种对农作物有害的昆虫)同本义 凛凛岁云暮，蝼蛄夕悲鸣。--《古诗十九首》又如蝼蚓(蝼蛄与蚯蚓);蝼蚁得志(比喻小人得志);蝼蚁之诚(自谦微诚之辞)谓肉有臭味如蝼蛄 蝼 谓被蚁蛀蚀 流水不腐，户枢不蝼，动也。--《吕氏春秋》蝼蛄称蝲蝲蛄，有蝼（蟦）lóu
噗,噗〈象〉倒地响声 只听得噗的一声，咕咚倒了一个。--《儿女英雄传》参见噗哧条噗哧只见噗哧的一声，众人哄然一笑。--《红楼梦》噗咚同扑冬噗噜噜他噗噜噜地直掉眼泪噗噗声斧头砍树的噗噗声噗通噗pū像声词～ ～两声，吹熄了灯。
嘬,嘬〈动〉大口吞食 叮，咬 嘬chuài⒈咬，吃。嘬zuō⒈使嘴吮吸婴儿～奶。
颚,颚 动物的颌的俗称。骨名 腭。分隔口腔和鼻腔的组织 颚 è①某些节肢动物摄取食物的器官。又作'腭'。
噍,噍〈动〉咀嚼;吃 小饭而亟之，数噍毋为口容。--《礼记·少仪》亦呥呥而噍。--《荀子·荣辱》又如噍咀(咀嚼);噍嚼(咀嚼)通譻。责备 噍 〈名〉犹言噍类。特指活着的人或动物 襄城无噍类。--《汉书·高帝纪》。注青州俗呼无孑遗为无噍类。噍类噍jiào⒈嚼，吃。⒉⒊噍jiāo 1.声音急促。噍jiū 1.象声词。
噢,噢〈叹〉表示醒悟或惊讶(例如对惊恐或喜悦) 噢ō叹词。〈表〉了解或醒悟的声音～，明白了！噢yǔ 1.见'噢咻'。噢ào 1.叫。参见'噢嗗'。
噙,噙〈动〉含 衔;叨 噙qín含～着眼泪。嘴里～着糖。
噜,噜 语 噜，语也。--《玉篇》噜苏噜lū①话多，絮絮叨叨。②办事琐碎麻烦手续 太～苏。噜lu 1.语气助词。
噌,噌 噌 多以形容带动周围空气而起的声音 cheng噌吰而大声发于水上，噌吰如钟鼓不绝。--苏轼《石钟山记》噌 cēng象声词他～的一下跳到墙上去了。又见chēng。噌 chēng【噌吰】象声词。多用以形容钟鼓声。又见cēng。
噔,噔 沉重的东西落地或撞击物体的声音 噔dēng 象声词，敲鼓声，重物下地时的响声．
颛,颛 善良 猛兽食颛民。--《淮南子》又如颛愚(忠厚善良);颛醇(善良淳朴)顽愚 某比兴非工，颛蒙有素。--李商隐《献侍郎钜鹿公启》又如颛庸(愚昧平庸);颛颛(愚昧无知的样子);颛蒙(愚昧);颛甿(愚昧的乡下人)通专。专门彭祖安乐各颛门教授。--《汉书·儒林严彭祖传》相国产颛兵秉政。--《汉书·高后纪》兼业颛利。--《汉书·货殖列传》颛 专擅。通专颛妄言。--《史记·陈涉世家》颛作威福庙堂之上。--《汉书·诸侯王表》光颛权自恣。--《颛zhuān⒈愚昧。⒉通'专'。⒊
幞,幞 包东西的布 古代男子用的一种头巾。也称幞头(古人以皂绢三尺裹发，有四带，二带系脑后垂之，二带反系头上，令曲折附项，故称幞头) 高幞广带。--《古今小说》门前小鬼，折臂膊不显狰狞，殿上判官，无幞头不成礼数。--《水浒传》幞（襩） fú⒈同 '袱'。⒉【幞头】〈古〉一种男子用的头巾。幞pú 1.古深衣的下裳。
幡,幡〈名〉(形声。从巾，番声。本义擦拭写字板的布)同本义 如幡布(抹布)用竹竿等直着挂的长条形旗子。泛指旗帜 青崔白鹄舫，四角龙子幡。--《玉台新咏·古诗为焦仲卿妻作》又如幡幢(作为仪仗用的旗帜);幡信(题表官号以为符信的旗帜);幡旆(旗帜之类);幡旄(旌旗的羽毛饰);幡麾(指挥用的幡旗)冠上的巾饰 却非冠，制似长冠，下促。宫殿门吏仆射冠之。负赤幡，青翅燕尾，诸仆射幡皆如之。--《后汉书》簿册 通旛。长幅下垂的旗 幡（旛） fān一种长条形的旗子，用竹竿等挑起来直竖着挂长～。
嶙,嶙嶙浅山嶙嶙，乱石矗矗。--欧阳修《盘车图》嶙峋岭巆嶙峋，洞无涯兮。--《汉书·扬雄传》海之波澜，山之嶙峋。--司空图《诗品》怪石嶙峋瘦骨嶙峋嶙lín①山石一层层的重叠不平怪石～峋。②形容人瘦削瘦骨～峋。嶙lǐn 1.见'嶾嶙'。
嶝,嶝 嶝道，可供攀登的山间小道 小山坡 嶝，小坂也。--《玉篇·山部》嶝dèng 1.嶝道。 2.见'嶒嶝'。
骺,骺 骨骺 骺，骨端谓之骺。--《类篇》骨或木制的箭镞 骺，骨镞。--《集韵》骺线骺hóu骨骺，长骨两端的骨块或不规则骨、扁骨周缘的骨块。童年时骨骺与骨干之间有骺软骨，到成年时骺软骨骨化，骨骺和骨干结合在一起。
骼,骼 牲畜的后胫骨◇作骼 胳肢看我不胳肢你个小妮子!--俞林《人民在战斗》骼gé也作'胳'。骨头骨～。
骸,骸〈名〉(形声。从骨，亥声。本义胫骨，小腿骨)同本义 骸，胫骨也。--《说文》。段玉裁注《骨空论》曰‘膝解为骸关，侠膝之骨为连骸。’然则正谓胫骨为骸矣。骸下为辅，辅上为膎。--《素问》析骸而炊之。--《公羊传·宣公十五年》骨，尸骨 即如忠烈遗骸。--清·全祖望《梅花岭记》又如尸骸;骸炭(骨灰);骸筋(筋骨);骸骼(尸骨)身体 有七尺之骸，手足之异，戴发含齿，倚有趣者，谓之人。--《列子·黄帝》又骸hái⒈骨，人骨～骨。尸～。⒉身体病～。
镊,镊 镊子 镊，摄取发也。--《释名·释首饰》愿戢子之手，摄子之镊。--晋·左思《白发赋》古簪端垂锦 后床帷陈设故旧，钗镊十余枚。--《南齐书》镊 镊子镊（鑷）niè夹取细微或小东西的用具止血～。持针～。眼科～子。用～子夹糕点。
镉,镉 一种锡白色可延展的有毒二价金属元素，能高度磨光，当受弯曲时会发出破裂声。产于硫镉矿，也以少量含于锌矿石中，可作为副产品提取。主要为保护铁板、钢板做电镀及制造金属轴承之用 镉lì 1.古代炊器，三空心足。最初用陶制，商周时兼用青铜制◇泛指锅。镉gé 1.金属元素。符号cd。银白色，延展性强，易吸收中子，可做成棒，用来控制反应堆⊥铅﹑锡等制成易熔合金，用做电路保险丝等。
镌,镌 (形声。从金，隽声。①本义破木之器。②凿，刻)用凹线、凹面或点雕刻 镌山石。--《淮南子·本经》又如镌功(刻石记功);镌题(在金石器物上刻写);镌错(雕刻磋磨);镌石(刻石)凿 喻深刻记住 降低;减少 降职 扰民及不实乾镌罚。--宋史·食货志》又如镌罚(降职惩罚);镌级(降低官阶);镌责(降级追究责任)镌刻镌（鐫）juān⒈凿，开掘可～。〈引〉刻，雕刻～板。～碑文。⒉官吏降级扰民及不实者～罚（不实虚报情况）。
镍,镍 近似银白色、硬而有延展性并具有铁磁性的金属元素，它能够高度磨光和抗腐蚀。主要用于合金(如镍钢和镍银)及用作催化剂(如拉内镍，尤指用作氢化的催化剂) 元素符号ni镍币镍钢镍niè金属化学元素之一。符号ni。银白色，有光泽，性坚韧。用于制不锈钢、器具、货币，还用于电镀等。
镏,镏 同刘。杀戮 镏，杀也。--《说文》镏金 尊天二十四像，穆肃慈猛，相具神足，衣冠法故，范镏质良。--明·刘侗、于奕正《帝京景物略》姓镏金镏liù〈方〉镏liú
镒,镒 (形声。从金，益声。本义古代的重量单位，二十两或二十四两为一镒)同本义黄金四十镒。--《国语》镒（也写作'溢'）yì〈古〉重量单位。一镒为二十两，另说为二十四两。
镓,镓 一种稀有蓝白色三价金属元素，在低温时硬而脆，而一超过室温就熔融。它凝固时膨胀，通常是作为从铝土矿中提取铝或从锌矿石中提取锌时的副产物得到的 符号ga镓 jiā金属化学元素。符号ga。银白色晶体，质柔软。可制合金，又可作光学玻璃、真空管、半导体等的原料。
镔,镔 冶炼质量很高的金属铁 三尺镔刀耀雪光。--洪昻《长生殿》襢瑮蝩郿嬲眀镔bīn 1.精铁。 2.见'镔芬'。
稷,稷 (形声。从禾，畟声。表示与农作物有关。本义稷谷)植物名。我国古老的食用作物，即粟。一说为不粘的黍。又说为高粱 稷，齮也。五谷之长。--《说文》黍稷无成。--《国语·晋语》。注粱也。按，千谷粟三者为黍，稷稻梁之大名。梁则今小米子之大而不黏者，与稷别。黏者为黍，不黏者为稷。--《本草纲目》稷，粟也。--《尔雅·释草》注稷，今人谓之高粱。--《广雅疏证》又如稷食(稷米煮的饭。泛指粗粝的饭);稷饭(以稷谷为饭);稷馈(古代以稷为主的祭礼)引申为庄稼和粮食的总称 稷jì⒈〈古〉指一种谷物，一说是黍属，一说是粟（谷子）。⒉〈古〉迷信指'谷神'（以稷为百谷之长）。稷zè 1.太阳西斜。
箴,箴 同针①。劝告，劝戒～言。～规。～谏。古代一种文体，以告诫规劝为主～铭（箴是规戒性的韵文；铭是刻在器物或碑石上兼于规戒、褒赞的韵文。因其作用有相似之处，故后人多连称）。箴zhēn⒈同'针⒈'。⒉劝告，规劝～言。⒊一种文体，以劝戒为主要内容。
篑,篑 (形声。从竹，贵声。本义盛土的竹筐) 同本义 为山九仞，功亏一篑。--《书·旅獒》又如篑笼(运土用的竹具。如挑筐);功亏一篑(比喻做事只差最后一点力量而未能完成)篑kuì〈古〉盛土的竹筐。
篁,篁〈名〉竹田，竹园 篁，竹田也。--《说文》蓟丘之植，植于汶篁。--《战国策·燕策》。裴髎集解引徐广曰竹田曰篁。竹丛;竹林 余处幽篁兮终不见天。--《楚辞·山鬼》篁竹之中。--《汉书·严助传》又如篁阵(竹林);篁迳(竹林中的小路);篁路(竹林中的路);篁筱(泛指密密的竹林)竹名 隔篁竹闻水声。--唐·柳宗元《至小丘西小石潭记》又如篁筱(篁竹和筱竹);篁笋(一种笋名)泛指竹子 篁huáng竹林，泛指竹子幽～。修～（长竹）。
篌,见箜篌篌hóu
篆,篆 (形声。从竹，彖声。从竹，与简册有关。本义即篆书『字的一种书体，通常包括大篆、小篆，一般指小篆)同本义 篆，引书也。谓引笔而箸之于竹帛。--《说文》。故史籀所作为大篆，李斯所作为小篆，又有以摹印者为缪篆。其实许君所云八体，唐元度所云十体，下至韦绩所云五十六种云，梦英所云十八种书，皆得之篆也。鸟书篆素。--左思《吴都赋》。注篆书于素也。用篆章一。--明·魏学洢《核舟记》又如篆炉(有篆字形图案的香炉);篆体(篆字的书体『字书体的一种);篆虫(篆书);篆题(用篆书所写的字);篆隶(篆书和篆zhuàn⒈汉字的一种字体～字，有大～和小～两种。⒉印章。印章多用篆字，旧时借指官印接～（接印，官员接任）。摄～（暂代官职）。⒊书写或雕刻篆字～额。～刻。
